name,category,price_per_kg,season,description
Crop4163,Vegetable,141.9,Winter,Crop4163 is a vegetable suitable for winter season.
Crop4164,Fruit,157.54,Summer,Crop4164 is a fruit suitable for summer season.
Crop4165,Cereal,165.03,All year,Crop4165 is a cereal suitable for all year season.
Crop4166,Vegetable,170.59,Summer,Crop4166 is a vegetable suitable for summer season.
Crop4167,Fruit,128.06,Summer,Crop4167 is a fruit suitable for summer season.
Crop4168,Cereal,89.28,Winter,Crop4168 is a cereal suitable for winter season.
Crop4169,Fruit,161.46,Winter,Crop4169 is a fruit suitable for winter season.
Crop4170,Fruit,156.34,Summer,Crop4170 is a fruit suitable for summer season.
Crop4171,Cereal,40.29,Monsoon,Crop4171 is a cereal suitable for monsoon season.
Crop4172,Cereal,29.11,All year,Crop4172 is a cereal suitable for all year season.
Crop4173,Fruit,115.74,Winter,Crop4173 is a fruit suitable for winter season.
Crop4174,Vegetable,100.77,Winter,Crop4174 is a vegetable suitable for winter season.
Crop4175,Vegetable,193.52,All year,Crop4175 is a vegetable suitable for all year season.
Crop4176,Vegetable,187.07,All year,Crop4176 is a vegetable suitable for all year season.
Crop4177,Fruit,148.52,Winter,Crop4177 is a fruit suitable for winter season.
Crop4178,Cereal,112.73,Monsoon,Crop4178 is a cereal suitable for monsoon season.
Crop4179,Vegetable,73.31,Winter,Crop4179 is a vegetable suitable for winter season.
Crop4180,Cereal,57.98,Monsoon,Crop4180 is a cereal suitable for monsoon season.
Crop4181,Cereal,133.24,Winter,Crop4181 is a cereal suitable for winter season.
Crop4182,Fruit,84.4,Winter,Crop4182 is a fruit suitable for winter season.
Crop4183,Fruit,132.6,Winter,Crop4183 is a fruit suitable for winter season.
Crop4184,Vegetable,41.73,Winter,Crop4184 is a vegetable suitable for winter season.
Crop4185,Vegetable,135.46,Winter,Crop4185 is a vegetable suitable for winter season.
Crop4186,Vegetable,148.09,Winter,Crop4186 is a vegetable suitable for winter season.
Crop4187,Fruit,68.07,All year,Crop4187 is a fruit suitable for all year season.
Crop4188,Fruit,169.28,All year,Crop4188 is a fruit suitable for all year season.
Crop4189,Cereal,177.28,Winter,Crop4189 is a cereal suitable for winter season.
Crop4190,Vegetable,84.97,Monsoon,Crop4190 is a vegetable suitable for monsoon season.
Crop4191,Vegetable,192.49,Summer,Crop4191 is a vegetable suitable for summer season.
Crop4192,Vegetable,63.47,Winter,Crop4192 is a vegetable suitable for winter season.
Crop4193,Fruit,96.23,Summer,Crop4193 is a fruit suitable for summer season.
Crop4194,Fruit,44.86,Summer,Crop4194 is a fruit suitable for summer season.
Crop4195,Vegetable,150.53,Summer,Crop4195 is a vegetable suitable for summer season.
Crop4196,Cereal,21.06,Summer,Crop4196 is a cereal suitable for summer season.
Crop4197,Vegetable,108.12,Summer,Crop4197 is a vegetable suitable for summer season.
Crop4198,Cereal,44.64,All year,Crop4198 is a cereal suitable for all year season.
Crop4199,Vegetable,179.27,All year,Crop4199 is a vegetable suitable for all year season.
Crop4200,Vegetable,195.05,All year,Crop4200 is a vegetable suitable for all year season.
Crop4201,Cereal,108.81,All year,Crop4201 is a cereal suitable for all year season.
Crop4202,Cereal,108.76,Winter,Crop4202 is a cereal suitable for winter season.
Crop4203,Fruit,181.06,Monsoon,Crop4203 is a fruit suitable for monsoon season.
Crop4204,Cereal,94.74,Summer,Crop4204 is a cereal suitable for summer season.
Crop4205,Fruit,130.64,Winter,Crop4205 is a fruit suitable for winter season.
Crop4206,Fruit,118.41,Summer,Crop4206 is a fruit suitable for summer season.
Crop4207,Vegetable,110.78,Winter,Crop4207 is a vegetable suitable for winter season.
Crop4208,Vegetable,159.25,Winter,Crop4208 is a vegetable suitable for winter season.
Crop4209,Fruit,130.6,All year,Crop4209 is a fruit suitable for all year season.
Crop4210,Fruit,132.31,Summer,Crop4210 is a fruit suitable for summer season.
Crop4211,Fruit,170.68,All year,Crop4211 is a fruit suitable for all year season.
Crop4212,Cereal,160.96,Summer,Crop4212 is a cereal suitable for summer season.
Crop4213,Fruit,41.22,Monsoon,Crop4213 is a fruit suitable for monsoon season.
Crop4214,Cereal,92.58,Summer,Crop4214 is a cereal suitable for summer season.
Crop4215,Fruit,116.49,Summer,Crop4215 is a fruit suitable for summer season.
Crop4216,Vegetable,43.35,Summer,Crop4216 is a vegetable suitable for summer season.
Crop4217,Cereal,60.88,All year,Crop4217 is a cereal suitable for all year season.
Crop4218,Fruit,161.9,Winter,Crop4218 is a fruit suitable for winter season.
Crop4219,Fruit,173.31,Monsoon,Crop4219 is a fruit suitable for monsoon season.
Crop4220,Cereal,42.45,Summer,Crop4220 is a cereal suitable for summer season.
Crop4221,Cereal,144.37,All year,Crop4221 is a cereal suitable for all year season.
Crop4222,Cereal,189.34,All year,Crop4222 is a cereal suitable for all year season.
Crop4223,Cereal,71.17,Winter,Crop4223 is a cereal suitable for winter season.
Crop4224,Fruit,145.75,All year,Crop4224 is a fruit suitable for all year season.
Crop4225,Vegetable,113.15,All year,Crop4225 is a vegetable suitable for all year season.
Crop4226,Cereal,199.29,Monsoon,Crop4226 is a cereal suitable for monsoon season.
Crop4227,Fruit,25.53,Winter,Crop4227 is a fruit suitable for winter season.
Crop4228,Fruit,81.13,Monsoon,Crop4228 is a fruit suitable for monsoon season.
Crop4229,Fruit,180.89,All year,Crop4229 is a fruit suitable for all year season.
Crop4230,Cereal,43.12,Summer,Crop4230 is a cereal suitable for summer season.
Crop4231,Vegetable,24.36,Summer,Crop4231 is a vegetable suitable for summer season.
Crop4232,Cereal,45.35,Monsoon,Crop4232 is a cereal suitable for monsoon season.
Crop4233,Fruit,131.12,Monsoon,Crop4233 is a fruit suitable for monsoon season.
Crop4234,Fruit,27.58,Summer,Crop4234 is a fruit suitable for summer season.
Crop4235,Vegetable,82.38,All year,Crop4235 is a vegetable suitable for all year season.
Crop4236,Fruit,43.3,Monsoon,Crop4236 is a fruit suitable for monsoon season.
Crop4237,Fruit,103.47,Winter,Crop4237 is a fruit suitable for winter season.
Crop4238,Vegetable,150.55,All year,Crop4238 is a vegetable suitable for all year season.
Crop4239,Vegetable,59.13,All year,Crop4239 is a vegetable suitable for all year season.
Crop4240,Vegetable,52.04,All year,Crop4240 is a vegetable suitable for all year season.
Crop4241,Vegetable,142.32,All year,Crop4241 is a vegetable suitable for all year season.
Crop4242,Vegetable,141.48,Summer,Crop4242 is a vegetable suitable for summer season.
Crop4243,Cereal,76.46,Winter,Crop4243 is a cereal suitable for winter season.
Crop4244,Fruit,164.35,All year,Crop4244 is a fruit suitable for all year season.
Crop4245,Cereal,48.35,All year,Crop4245 is a cereal suitable for all year season.
Crop4246,Fruit,76.26,All year,Crop4246 is a fruit suitable for all year season.
Crop4247,Cereal,46.05,Summer,Crop4247 is a cereal suitable for summer season.
Crop4248,Fruit,110.15,All year,Crop4248 is a fruit suitable for all year season.
Crop4249,Cereal,53.8,Winter,Crop4249 is a cereal suitable for winter season.
Crop4250,Cereal,108.26,Winter,Crop4250 is a cereal suitable for winter season.
Crop4251,Vegetable,45.39,Winter,Crop4251 is a vegetable suitable for winter season.
Crop4252,Cereal,24.2,All year,Crop4252 is a cereal suitable for all year season.
Crop4253,Cereal,173.33,Summer,Crop4253 is a cereal suitable for summer season.
Crop4254,Cereal,69.1,All year,Crop4254 is a cereal suitable for all year season.
Crop4255,Cereal,50.86,All year,Crop4255 is a cereal suitable for all year season.
Crop4256,Fruit,110.75,Monsoon,Crop4256 is a fruit suitable for monsoon season.
Crop4257,Cereal,99.37,Summer,Crop4257 is a cereal suitable for summer season.
Crop4258,Vegetable,100.02,Monsoon,Crop4258 is a vegetable suitable for monsoon season.
Crop4259,Fruit,74.6,Winter,Crop4259 is a fruit suitable for winter season.
Crop4260,Cereal,105.64,All year,Crop4260 is a cereal suitable for all year season.
Crop4261,Fruit,90.05,Monsoon,Crop4261 is a fruit suitable for monsoon season.
Crop4262,Cereal,20.76,Monsoon,Crop4262 is a cereal suitable for monsoon season.
Crop4263,Fruit,168.92,All year,Crop4263 is a fruit suitable for all year season.
Crop4264,Fruit,127.39,All year,Crop4264 is a fruit suitable for all year season.
Crop4265,Fruit,48.73,Summer,Crop4265 is a fruit suitable for summer season.
Crop4266,Fruit,41.8,Winter,Crop4266 is a fruit suitable for winter season.
Crop4267,Vegetable,82.36,Winter,Crop4267 is a vegetable suitable for winter season.
Crop4268,Vegetable,125.3,Winter,Crop4268 is a vegetable suitable for winter season.
Crop4269,Cereal,105.33,Summer,Crop4269 is a cereal suitable for summer season.
Crop4270,Cereal,56.67,Winter,Crop4270 is a cereal suitable for winter season.
Crop4271,Vegetable,23.46,All year,Crop4271 is a vegetable suitable for all year season.
Crop4272,Vegetable,34.06,All year,Crop4272 is a vegetable suitable for all year season.
Crop4273,Cereal,161.36,Summer,Crop4273 is a cereal suitable for summer season.
Crop4274,Cereal,178.14,Monsoon,Crop4274 is a cereal suitable for monsoon season.
Crop4275,Cereal,106.87,Monsoon,Crop4275 is a cereal suitable for monsoon season.
Crop4276,Cereal,50.93,Summer,Crop4276 is a cereal suitable for summer season.
Crop4277,Cereal,130.71,Summer,Crop4277 is a cereal suitable for summer season.
Crop4278,Fruit,125.77,Winter,Crop4278 is a fruit suitable for winter season.
Crop4279,Cereal,127.6,Winter,Crop4279 is a cereal suitable for winter season.
Crop4280,Vegetable,35.9,Monsoon,Crop4280 is a vegetable suitable for monsoon season.
Crop4281,Fruit,39.0,Summer,Crop4281 is a fruit suitable for summer season.
Crop4282,Cereal,186.58,Monsoon,Crop4282 is a cereal suitable for monsoon season.
Crop4283,Fruit,112.06,Monsoon,Crop4283 is a fruit suitable for monsoon season.
Crop4284,Vegetable,43.13,Winter,Crop4284 is a vegetable suitable for winter season.
Crop4285,Fruit,89.02,Summer,Crop4285 is a fruit suitable for summer season.
Crop4286,Vegetable,180.15,Winter,Crop4286 is a vegetable suitable for winter season.
Crop4287,Vegetable,167.42,Summer,Crop4287 is a vegetable suitable for summer season.
Crop4288,Vegetable,131.01,Monsoon,Crop4288 is a vegetable suitable for monsoon season.
Crop4289,Vegetable,156.48,Monsoon,Crop4289 is a vegetable suitable for monsoon season.
Crop4290,Fruit,148.13,All year,Crop4290 is a fruit suitable for all year season.
Crop4291,Fruit,69.3,Monsoon,Crop4291 is a fruit suitable for monsoon season.
Crop4292,Cereal,161.92,Summer,Crop4292 is a cereal suitable for summer season.
Crop4293,Cereal,115.93,Summer,Crop4293 is a cereal suitable for summer season.
Crop4294,Vegetable,28.68,Winter,Crop4294 is a vegetable suitable for winter season.
Crop4295,Vegetable,168.15,Winter,Crop4295 is a vegetable suitable for winter season.
Crop4296,Fruit,105.03,Winter,Crop4296 is a fruit suitable for winter season.
Crop4297,Fruit,31.64,Monsoon,Crop4297 is a fruit suitable for monsoon season.
Crop4298,Vegetable,195.75,All year,Crop4298 is a vegetable suitable for all year season.
Crop4299,Cereal,169.31,Summer,Crop4299 is a cereal suitable for summer season.
Crop4300,Fruit,49.26,All year,Crop4300 is a fruit suitable for all year season.
Crop4301,Vegetable,170.89,Winter,Crop4301 is a vegetable suitable for winter season.
Crop4302,Cereal,28.09,Monsoon,Crop4302 is a cereal suitable for monsoon season.
Crop4303,Fruit,86.05,All year,Crop4303 is a fruit suitable for all year season.
Crop4304,Cereal,121.47,All year,Crop4304 is a cereal suitable for all year season.
Crop4305,Vegetable,47.28,Winter,Crop4305 is a vegetable suitable for winter season.
Crop4306,Cereal,109.23,All year,Crop4306 is a cereal suitable for all year season.
Crop4307,Cereal,198.82,Winter,Crop4307 is a cereal suitable for winter season.
Crop4308,Cereal,41.18,Winter,Crop4308 is a cereal suitable for winter season.
Crop4309,Vegetable,152.91,Summer,Crop4309 is a vegetable suitable for summer season.
Crop4310,Cereal,150.62,Winter,Crop4310 is a cereal suitable for winter season.
Crop4311,Vegetable,53.93,Winter,Crop4311 is a vegetable suitable for winter season.
Crop4312,Fruit,187.3,Monsoon,Crop4312 is a fruit suitable for monsoon season.
Crop4313,Fruit,107.71,Monsoon,Crop4313 is a fruit suitable for monsoon season.
Crop4314,Cereal,118.99,Winter,Crop4314 is a cereal suitable for winter season.
Crop4315,Cereal,100.79,Winter,Crop4315 is a cereal suitable for winter season.
Crop4316,Fruit,80.4,All year,Crop4316 is a fruit suitable for all year season.
Crop4317,Fruit,150.16,Summer,Crop4317 is a fruit suitable for summer season.
Crop4318,Fruit,160.01,All year,Crop4318 is a fruit suitable for all year season.
Crop4319,Cereal,61.94,All year,Crop4319 is a cereal suitable for all year season.
Crop4320,Vegetable,94.49,All year,Crop4320 is a vegetable suitable for all year season.
Crop4321,Cereal,146.49,All year,Crop4321 is a cereal suitable for all year season.
Crop4322,Vegetable,109.74,All year,Crop4322 is a vegetable suitable for all year season.
Crop4323,Vegetable,117.97,Summer,Crop4323 is a vegetable suitable for summer season.
Crop4324,Cereal,125.83,Monsoon,Crop4324 is a cereal suitable for monsoon season.
Crop4325,Cereal,176.51,Summer,Crop4325 is a cereal suitable for summer season.
Crop4326,Vegetable,152.81,Summer,Crop4326 is a vegetable suitable for summer season.
Crop4327,Cereal,103.39,Summer,Crop4327 is a cereal suitable for summer season.
Crop4328,Vegetable,78.51,Monsoon,Crop4328 is a vegetable suitable for monsoon season.
Crop4329,Vegetable,147.48,All year,Crop4329 is a vegetable suitable for all year season.
Crop4330,Vegetable,33.56,Summer,Crop4330 is a vegetable suitable for summer season.
Crop4331,Vegetable,142.54,Summer,Crop4331 is a vegetable suitable for summer season.
Crop4332,Fruit,97.16,Summer,Crop4332 is a fruit suitable for summer season.
Crop4333,Fruit,124.36,Summer,Crop4333 is a fruit suitable for summer season.
Crop4334,Cereal,116.41,Winter,Crop4334 is a cereal suitable for winter season.
Crop4335,Vegetable,59.58,Summer,Crop4335 is a vegetable suitable for summer season.
Crop4336,Fruit,98.42,Monsoon,Crop4336 is a fruit suitable for monsoon season.
Crop4337,Fruit,82.99,Summer,Crop4337 is a fruit suitable for summer season.
Crop4338,Cereal,96.05,Winter,Crop4338 is a cereal suitable for winter season.
Crop4339,Fruit,146.18,Summer,Crop4339 is a fruit suitable for summer season.
Crop4340,Fruit,88.49,Summer,Crop4340 is a fruit suitable for summer season.
Crop4341,Cereal,54.67,Monsoon,Crop4341 is a cereal suitable for monsoon season.
Crop4342,Fruit,163.94,Summer,Crop4342 is a fruit suitable for summer season.
Crop4343,Cereal,94.96,Winter,Crop4343 is a cereal suitable for winter season.
Crop4344,Vegetable,144.95,Summer,Crop4344 is a vegetable suitable for summer season.
Crop4345,Cereal,126.62,Monsoon,Crop4345 is a cereal suitable for monsoon season.
Crop4346,Fruit,65.74,Monsoon,Crop4346 is a fruit suitable for monsoon season.
Crop4347,Vegetable,27.25,Monsoon,Crop4347 is a vegetable suitable for monsoon season.
Crop4348,Vegetable,55.63,Winter,Crop4348 is a vegetable suitable for winter season.
Crop4349,Cereal,182.5,Monsoon,Crop4349 is a cereal suitable for monsoon season.
Crop4350,Fruit,79.07,Summer,Crop4350 is a fruit suitable for summer season.
Crop4351,Vegetable,31.85,Winter,Crop4351 is a vegetable suitable for winter season.
Crop4352,Fruit,135.73,All year,Crop4352 is a fruit suitable for all year season.
Crop4353,Fruit,142.06,Summer,Crop4353 is a fruit suitable for summer season.
Crop4354,Cereal,33.28,All year,Crop4354 is a cereal suitable for all year season.
Crop4355,Vegetable,134.75,Monsoon,Crop4355 is a vegetable suitable for monsoon season.
Crop4356,Vegetable,48.02,Monsoon,Crop4356 is a vegetable suitable for monsoon season.
Crop4357,Vegetable,87.63,All year,Crop4357 is a vegetable suitable for all year season.
Crop4358,Vegetable,41.98,Monsoon,Crop4358 is a vegetable suitable for monsoon season.
Crop4359,Fruit,56.17,All year,Crop4359 is a fruit suitable for all year season.
Crop4360,Cereal,197.69,Summer,Crop4360 is a cereal suitable for summer season.
Crop4361,Cereal,133.18,Winter,Crop4361 is a cereal suitable for winter season.
Crop4362,Cereal,104.0,Winter,Crop4362 is a cereal suitable for winter season.
Crop4363,Fruit,69.37,Winter,Crop4363 is a fruit suitable for winter season.
Crop4364,Vegetable,197.64,Monsoon,Crop4364 is a vegetable suitable for monsoon season.
Crop4365,Fruit,176.28,Winter,Crop4365 is a fruit suitable for winter season.
Crop4366,Vegetable,129.53,Monsoon,Crop4366 is a vegetable suitable for monsoon season.
Crop4367,Vegetable,155.81,Monsoon,Crop4367 is a vegetable suitable for monsoon season.
Crop4368,Cereal,171.0,Monsoon,Crop4368 is a cereal suitable for monsoon season.
Crop4369,Fruit,24.4,Summer,Crop4369 is a fruit suitable for summer season.
Crop4370,Cereal,174.16,All year,Crop4370 is a cereal suitable for all year season.
Crop4371,Fruit,101.1,All year,Crop4371 is a fruit suitable for all year season.
Crop4372,Fruit,64.08,Summer,Crop4372 is a fruit suitable for summer season.
Crop4373,Vegetable,133.05,All year,Crop4373 is a vegetable suitable for all year season.
Crop4374,Fruit,134.64,Monsoon,Crop4374 is a fruit suitable for monsoon season.
Crop4375,Vegetable,178.13,Summer,Crop4375 is a vegetable suitable for summer season.
Crop4376,Fruit,95.74,Summer,Crop4376 is a fruit suitable for summer season.
Crop4377,Vegetable,83.23,Winter,Crop4377 is a vegetable suitable for winter season.
Crop4378,Vegetable,117.98,Monsoon,Crop4378 is a vegetable suitable for monsoon season.
Crop4379,Fruit,76.72,All year,Crop4379 is a fruit suitable for all year season.
Crop4380,Fruit,21.02,Summer,Crop4380 is a fruit suitable for summer season.
Crop4381,Cereal,99.78,Winter,Crop4381 is a cereal suitable for winter season.
Crop4382,Vegetable,142.05,Winter,Crop4382 is a vegetable suitable for winter season.
Crop4383,Fruit,29.36,Summer,Crop4383 is a fruit suitable for summer season.
Crop4384,Fruit,157.28,Summer,Crop4384 is a fruit suitable for summer season.
Crop4385,Fruit,85.41,Summer,Crop4385 is a fruit suitable for summer season.
Crop4386,Vegetable,142.34,Monsoon,Crop4386 is a vegetable suitable for monsoon season.
Crop4387,Vegetable,68.82,Winter,Crop4387 is a vegetable suitable for winter season.
Crop4388,Vegetable,60.2,Monsoon,Crop4388 is a vegetable suitable for monsoon season.
Crop4389,Vegetable,141.81,Winter,Crop4389 is a vegetable suitable for winter season.
Crop4390,Fruit,79.56,Winter,Crop4390 is a fruit suitable for winter season.
Crop4391,Vegetable,102.02,All year,Crop4391 is a vegetable suitable for all year season.
Crop4392,Vegetable,197.33,All year,Crop4392 is a vegetable suitable for all year season.
Crop4393,Vegetable,161.13,Winter,Crop4393 is a vegetable suitable for winter season.
Crop4394,Vegetable,112.16,Summer,Crop4394 is a vegetable suitable for summer season.
Crop4395,Vegetable,103.69,Winter,Crop4395 is a vegetable suitable for winter season.
Crop4396,Cereal,113.49,All year,Crop4396 is a cereal suitable for all year season.
Crop4397,Cereal,28.14,Summer,Crop4397 is a cereal suitable for summer season.
Crop4398,Fruit,44.26,Monsoon,Crop4398 is a fruit suitable for monsoon season.
Crop4399,Fruit,96.33,Winter,Crop4399 is a fruit suitable for winter season.
Crop4400,Fruit,48.03,Summer,Crop4400 is a fruit suitable for summer season.
Crop4401,Fruit,22.22,Winter,Crop4401 is a fruit suitable for winter season.
Crop4402,Vegetable,89.31,All year,Crop4402 is a vegetable suitable for all year season.
Crop4403,Fruit,73.74,Monsoon,Crop4403 is a fruit suitable for monsoon season.
Crop4404,Vegetable,72.36,Summer,Crop4404 is a vegetable suitable for summer season.
Crop4405,Fruit,174.74,Monsoon,Crop4405 is a fruit suitable for monsoon season.
Crop4406,Vegetable,188.3,Winter,Crop4406 is a vegetable suitable for winter season.
Crop4407,Cereal,111.98,Monsoon,Crop4407 is a cereal suitable for monsoon season.
Crop4408,Fruit,29.11,Monsoon,Crop4408 is a fruit suitable for monsoon season.
Crop4409,Fruit,47.74,Monsoon,Crop4409 is a fruit suitable for monsoon season.
Crop4410,Vegetable,130.49,All year,Crop4410 is a vegetable suitable for all year season.
Crop4411,Cereal,91.49,Monsoon,Crop4411 is a cereal suitable for monsoon season.
Crop4412,Vegetable,199.41,Summer,Crop4412 is a vegetable suitable for summer season.
Crop4413,Vegetable,129.45,Winter,Crop4413 is a vegetable suitable for winter season.
Crop4414,Fruit,176.19,Winter,Crop4414 is a fruit suitable for winter season.
Crop4415,Fruit,147.42,Monsoon,Crop4415 is a fruit suitable for monsoon season.
Crop4416,Cereal,172.01,All year,Crop4416 is a cereal suitable for all year season.
Crop4417,Vegetable,111.06,Summer,Crop4417 is a vegetable suitable for summer season.
Crop4418,Cereal,146.97,Monsoon,Crop4418 is a cereal suitable for monsoon season.
Crop4419,Cereal,22.13,Winter,Crop4419 is a cereal suitable for winter season.
Crop4420,Cereal,120.57,All year,Crop4420 is a cereal suitable for all year season.
Crop4421,Fruit,65.4,Monsoon,Crop4421 is a fruit suitable for monsoon season.
Crop4422,Vegetable,114.42,Summer,Crop4422 is a vegetable suitable for summer season.
Crop4423,Vegetable,27.89,Winter,Crop4423 is a vegetable suitable for winter season.
Crop4424,Fruit,110.97,Winter,Crop4424 is a fruit suitable for winter season.
Crop4425,Fruit,33.78,Winter,Crop4425 is a fruit suitable for winter season.
Crop4426,Vegetable,131.27,Monsoon,Crop4426 is a vegetable suitable for monsoon season.
Crop4427,Fruit,101.9,Summer,Crop4427 is a fruit suitable for summer season.
Crop4428,Fruit,159.57,All year,Crop4428 is a fruit suitable for all year season.
Crop4429,Cereal,124.01,Winter,Crop4429 is a cereal suitable for winter season.
Crop4430,Vegetable,87.26,Winter,Crop4430 is a vegetable suitable for winter season.
Crop4431,Cereal,160.34,All year,Crop4431 is a cereal suitable for all year season.
Crop4432,Fruit,119.19,Winter,Crop4432 is a fruit suitable for winter season.
Crop4433,Cereal,32.72,Winter,Crop4433 is a cereal suitable for winter season.
Crop4434,Vegetable,144.15,Monsoon,Crop4434 is a vegetable suitable for monsoon season.
Crop4435,Vegetable,168.71,Winter,Crop4435 is a vegetable suitable for winter season.
Crop4436,Fruit,96.83,Winter,Crop4436 is a fruit suitable for winter season.
Crop4437,Fruit,85.32,Summer,Crop4437 is a fruit suitable for summer season.
Crop4438,Fruit,171.36,Monsoon,Crop4438 is a fruit suitable for monsoon season.
Crop4439,Cereal,149.55,Winter,Crop4439 is a cereal suitable for winter season.
Crop4440,Vegetable,148.02,All year,Crop4440 is a vegetable suitable for all year season.
Crop4441,Vegetable,130.27,Winter,Crop4441 is a vegetable suitable for winter season.
Crop4442,Vegetable,103.99,All year,Crop4442 is a vegetable suitable for all year season.
Crop4443,Cereal,113.02,All year,Crop4443 is a cereal suitable for all year season.
Crop4444,Vegetable,66.69,Summer,Crop4444 is a vegetable suitable for summer season.
Crop4445,Vegetable,156.38,Winter,Crop4445 is a vegetable suitable for winter season.
Crop4446,Vegetable,96.83,All year,Crop4446 is a vegetable suitable for all year season.
Crop4447,Fruit,38.66,Winter,Crop4447 is a fruit suitable for winter season.
Crop4448,Vegetable,70.83,Monsoon,Crop4448 is a vegetable suitable for monsoon season.
Crop4449,Fruit,28.82,Winter,Crop4449 is a fruit suitable for winter season.
Crop4450,Fruit,33.82,Monsoon,Crop4450 is a fruit suitable for monsoon season.
Crop4451,Fruit,70.55,Monsoon,Crop4451 is a fruit suitable for monsoon season.
Crop4452,Vegetable,47.79,Monsoon,Crop4452 is a vegetable suitable for monsoon season.
Crop4453,Vegetable,46.18,All year,Crop4453 is a vegetable suitable for all year season.
Crop4454,Fruit,55.68,All year,Crop4454 is a fruit suitable for all year season.
Crop4455,Cereal,147.78,Monsoon,Crop4455 is a cereal suitable for monsoon season.
Crop4456,Vegetable,88.8,Winter,Crop4456 is a vegetable suitable for winter season.
Crop4457,Fruit,43.06,Summer,Crop4457 is a fruit suitable for summer season.
Crop4458,Fruit,124.86,Monsoon,Crop4458 is a fruit suitable for monsoon season.
Crop4459,Cereal,33.35,Monsoon,Crop4459 is a cereal suitable for monsoon season.
Crop4460,Vegetable,150.51,Summer,Crop4460 is a vegetable suitable for summer season.
Crop4461,Vegetable,97.22,All year,Crop4461 is a vegetable suitable for all year season.
Crop4462,Vegetable,96.06,All year,Crop4462 is a vegetable suitable for all year season.
Crop4463,Cereal,147.63,Monsoon,Crop4463 is a cereal suitable for monsoon season.
Crop4464,Cereal,128.33,Summer,Crop4464 is a cereal suitable for summer season.
Crop4465,Cereal,46.65,Winter,Crop4465 is a cereal suitable for winter season.
Crop4466,Cereal,136.23,Summer,Crop4466 is a cereal suitable for summer season.
Crop4467,Fruit,174.51,Summer,Crop4467 is a fruit suitable for summer season.
Crop4468,Fruit,45.51,Winter,Crop4468 is a fruit suitable for winter season.
Crop4469,Fruit,165.43,Winter,Crop4469 is a fruit suitable for winter season.
Crop4470,Vegetable,177.92,Monsoon,Crop4470 is a vegetable suitable for monsoon season.
Crop4471,Vegetable,60.64,Monsoon,Crop4471 is a vegetable suitable for monsoon season.
Crop4472,Vegetable,146.1,All year,Crop4472 is a vegetable suitable for all year season.
Crop4473,Cereal,113.91,Winter,Crop4473 is a cereal suitable for winter season.
Crop4474,Cereal,43.95,Summer,Crop4474 is a cereal suitable for summer season.
Crop4475,Vegetable,89.56,Winter,Crop4475 is a vegetable suitable for winter season.
Crop4476,Cereal,30.19,Monsoon,Crop4476 is a cereal suitable for monsoon season.
Crop4477,Fruit,108.47,All year,Crop4477 is a fruit suitable for all year season.
Crop4478,Cereal,74.57,All year,Crop4478 is a cereal suitable for all year season.
Crop4479,Cereal,21.37,All year,Crop4479 is a cereal suitable for all year season.
Crop4480,Cereal,136.45,All year,Crop4480 is a cereal suitable for all year season.
Crop4481,Vegetable,82.27,All year,Crop4481 is a vegetable suitable for all year season.
Crop4482,Cereal,161.29,Winter,Crop4482 is a cereal suitable for winter season.
Crop4483,Cereal,166.92,Monsoon,Crop4483 is a cereal suitable for monsoon season.
Crop4484,Fruit,187.33,Winter,Crop4484 is a fruit suitable for winter season.
Crop4485,Cereal,113.45,Monsoon,Crop4485 is a cereal suitable for monsoon season.
Crop4486,Vegetable,180.04,Winter,Crop4486 is a vegetable suitable for winter season.
Crop4487,Fruit,172.72,Monsoon,Crop4487 is a fruit suitable for monsoon season.
Crop4488,Cereal,94.63,Summer,Crop4488 is a cereal suitable for summer season.
Crop4489,Vegetable,166.39,Monsoon,Crop4489 is a vegetable suitable for monsoon season.
Crop4490,Cereal,130.35,Summer,Crop4490 is a cereal suitable for summer season.
Crop4491,Vegetable,94.75,Monsoon,Crop4491 is a vegetable suitable for monsoon season.
Crop4492,Fruit,136.87,All year,Crop4492 is a fruit suitable for all year season.
Crop4493,Vegetable,100.66,Summer,Crop4493 is a vegetable suitable for summer season.
Crop4494,Vegetable,97.87,Monsoon,Crop4494 is a vegetable suitable for monsoon season.
Crop4495,Cereal,81.04,Summer,Crop4495 is a cereal suitable for summer season.
Crop4496,Cereal,149.29,All year,Crop4496 is a cereal suitable for all year season.
Crop4497,Vegetable,27.27,Monsoon,Crop4497 is a vegetable suitable for monsoon season.
Crop4498,Vegetable,159.13,Monsoon,Crop4498 is a vegetable suitable for monsoon season.
Crop4499,Fruit,39.44,Summer,Crop4499 is a fruit suitable for summer season.
Crop4500,Vegetable,81.93,Summer,Crop4500 is a vegetable suitable for summer season.
Crop4501,Cereal,100.02,Monsoon,Crop4501 is a cereal suitable for monsoon season.
Crop4502,Fruit,98.19,Winter,Crop4502 is a fruit suitable for winter season.
Crop4503,Fruit,107.67,Winter,Crop4503 is a fruit suitable for winter season.
Crop4504,Fruit,113.58,Winter,Crop4504 is a fruit suitable for winter season.
Crop4505,Fruit,102.48,Monsoon,Crop4505 is a fruit suitable for monsoon season.
Crop4506,Cereal,169.86,Winter,Crop4506 is a cereal suitable for winter season.
Crop4507,Fruit,117.62,Winter,Crop4507 is a fruit suitable for winter season.
Crop4508,Cereal,34.41,Summer,Crop4508 is a cereal suitable for summer season.
